display_candidate_id,group_name,group_order,model_probability,model_threshold,predicted_label,rule_label_counterattack,distance_to_threshold,match_id,team_id,start_event_id,match_period,start_ts,long_duration_s,annotation_duration_s,annotation_stop_reason,source_label,clip_path
candidate_085,02_positives_just_over_threshold,2,0.8238270878791809,0.66,1,0,0.1638270616531372,5544230,3757,2227943239,1H,614.79,4.633000000000038,4.633000000000038,opponent_on_ball,Switzerland - Italy,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_085.mp4
candidate_086,02_positives_just_over_threshold,2,0.8286272287368774,0.66,1,1,0.16862720251083374,5706350,14501,2573005876,2H,4150.538,4.089000000000851,8.426000000000386,opponent_on_ball,Slovakia U21 - Spain U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_086.mp4
candidate_087,02_positives_just_over_threshold,2,0.8320740461349487,0.66,1,0,0.17207401990890503,5706369,1604,2578752634,1H,2385.169,18.097000000000207,27.86700000000019,opponent_on_ball,Spain U21 - Italy U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_087.mp4
candidate_088,02_positives_just_over_threshold,2,0.8337638974189758,0.66,1,1,0.17376387119293213,5544220,9598,2225801241,2H,2911.291,6.20699999999988,13.829999999999927,game_interruption,Croatia - Italy,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_088.mp4
candidate_089,02_positives_just_over_threshold,2,0.8349819183349609,0.66,1,1,0.17498189210891724,5544201,4418,2220777572,2H,3908.056,3.891999999999826,4.221999999999753,opponent_on_ball,Austria - France,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_089.mp4
candidate_090,02_positives_just_over_threshold,2,0.8412163853645325,0.66,1,0,0.18121635913848877,5544199,17322,2220315350,1H,1342.58,19.279999999999973,25.233000000000175,opponent_on_ball,Serbia - England,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_090.mp4
candidate_091,02_positives_just_over_threshold,2,0.842661440372467,0.66,1,1,0.18266141414642334,5707007,3758,2601698442,1H,422.407,17.77199999999999,25.94999999999999,opponent_on_ball,Italy - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_091.mp4
candidate_092,02_positives_just_over_threshold,2,0.8427093029022217,0.66,1,1,0.18270927667617798,5544194,3148,2218718172,2H,5108.694,6.765999999999622,25.0,game_interruption,Germany - Scotland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_092.mp4
candidate_093,02_positives_just_over_threshold,2,0.8465830087661743,0.66,1,1,0.18658298254013062,5728860,2414,2617116660,1H,148.585,17.492999999999995,25.64699999999999,opponent_on_ball,England - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_093.mp4
candidate_094,02_positives_just_over_threshold,2,0.8477028608322144,0.66,1,1,0.18770283460617065,5544225,4418,2226397823,1H,1116.788,14.186999999999898,18.59999999999991,game_interruption,France - Poland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_094.mp4
candidate_095,02_positives_just_over_threshold,2,0.8530190587043762,0.66,1,1,0.19301903247833252,5544224,9109,2226368692,1H,290.469,12.975000000000025,14.536000000000001,opponent_on_ball,Netherlands - Austria,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_095.mp4
candidate_096,02_positives_just_over_threshold,2,0.8531771302223206,0.66,1,1,0.19317710399627686,5707007,3758,2601699751,2H,4996.572,3.703999999999723,6.636999999999716,opponent_on_ball,Italy - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_096.mp4
candidate_097,02_positives_just_over_threshold,2,0.8535038828849792,0.66,1,1,0.19350385665893555,5544219,10451,2224604000,2H,5017.827,19.108000000000175,23.518999999999323,opponent_on_ball,Scotland - Hungary,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_097.mp4
candidate_098,02_positives_just_over_threshold,2,0.860325038433075,0.66,1,1,0.20032501220703125,5544219,10451,2224604046,2H,5314.0,17.79200000000037,26.66399999999976,opponent_on_ball,Scotland - Hungary,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_098.mp4
candidate_099,02_positives_just_over_threshold,2,0.8625154495239258,0.66,1,1,0.20251542329788208,5723756,7337,2606245640,1H,971.248,2.9710000000000036,4.312999999999988,opponent_on_ball,Norway - Italy,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_099.mp4
candidate_100,02_positives_just_over_threshold,2,0.8652960062026978,0.66,1,1,0.20529597997665405,5706377,4425,2583136680,1H,554.162,5.831999999999994,8.895999999999958,opponent_on_ball,Denmark U21 - France U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_100.mp4
candidate_101,03_clear_negatives,3,1.3211315490480047e-05,0.66,0,0,-0.6599867939949036,5706374,670,2581949498,2H,4534.75,2.219000000000051,2.219000000000051,game_interruption,Portugal U21 - Netherlands U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_101.mp4
candidate_102,03_clear_negatives,3,1.406996034347685e-05,0.66,0,0,-0.6599859595298767,5706369,1604,2578750905,1H,1219.792,1.832000000000107,1.8320000000001073,opponent_on_ball,Spain U21 - Italy U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_102.mp4
candidate_103,03_clear_negatives,3,1.4141930478217546e-05,0.66,0,0,-0.6599858999252319,5728860,1599,2617118794,1H,1188.055,2.3579999999999472,2.3579999999999472,opponent_on_ball,England - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_103.mp4
candidate_104,03_clear_negatives,3,1.4363889931701124e-05,0.66,0,0,-0.6599856615066528,5544204,15874,2221660509,1H,2438.738,2.3279999999999745,2.3279999999999745,opponent_on_ball,Turkey - Georgia,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_104.mp4
candidate_105,03_clear_negatives,3,1.4363889931701124e-05,0.66,0,0,-0.6599856615066528,5544198,7712,2220251057,1H,1866.22,2.4069999999999254,2.4069999999999254,opponent_on_ball,Slovenia - Denmark,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_105.mp4
candidate_106,03_clear_negatives,3,1.4471039321506396e-05,0.66,0,0,-0.6599855422973633,5544239,9905,2231117984,2H,3025.049,2.119999999999891,2.119999999999891,opponent_on_ball,Portugal - France,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_106.mp4
candidate_107,03_clear_negatives,3,1.4742200619366486e-05,0.66,0,0,-0.6599853038787842,5544195,6697,2219331156,1H,30.156,1.0100000000000016,1.0100000000000016,opponent_on_ball,Hungary - Switzerland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_107.mp4
candidate_108,03_clear_negatives,3,1.4873715372232255e-05,0.66,0,0,-0.6599851250648499,5706377,7719,2583136981,1H,1414.475,2.036000000000058,2.036000000000058,opponent_on_ball,Denmark U21 - France U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_108.mp4
candidate_109,03_clear_negatives,3,1.4873715372232255e-05,0.66,0,0,-0.6599851250648499,5544242,1598,2233291701,1H,944.908,2.1609999999999445,2.1609999999999445,opponent_on_ball,Spain - France,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_109.mp4
candidate_110,03_clear_negatives,3,1.4891444152453914e-05,0.66,0,0,-0.6599851250648499,5544202,14496,2220758330,1H,2529.008,1.2070000000003347,1.2070000000003347,opponent_on_ball,Belgium - Slovakia,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_110.mp4
candidate_111,03_clear_negatives,3,1.5397128663607873e-05,0.66,0,0,-0.6599846482276917,5706356,12052,2574366584,1H,881.398,1.97199999999998,1.97199999999998,opponent_on_ball,Germany U21 - Slovenia U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_111.mp4
candidate_112,03_clear_negatives,3,1.5913203242234886e-05,0.66,0,0,-0.6599841117858887,5544195,10451,2219332141,2H,2793.357,1.856999999999971,1.856999999999971,game_interruption,Hungary - Switzerland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_112.mp4
candidate_113,03_clear_negatives,3,1.6678486645105295e-05,0.66,0,0,-0.6599833369255066,5706360,13876,2575150075,2H,5475.547,1.8810000000003129,1.8810000000003129,game_interruption,Portugal U21 - Poland U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_113.mp4
candidate_114,03_clear_negatives,3,1.7091870176955126e-05,0.66,0,0,-0.6599829196929932,5706360,13876,2575148968,1H,1990.098,1.615000000000009,1.615000000000009,opponent_on_ball,Portugal U21 - Poland U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_114.mp4
candidate_115,03_clear_negatives,3,1.792856892279815e-05,0.66,0,0,-0.6599820852279663,5544204,15874,2221660265,1H,1501.095,1.3669999999999618,1.3669999999999618,opponent_on_ball,Turkey - Georgia,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_115.mp4
candidate_116,03_clear_negatives,3,1.853459616540931e-05,0.66,0,0,-0.6599814891815186,5706369,3763,2578751425,1H,2413.036,1.4209999999998215,1.4209999999998217,game_interruption,Spain U21 - Italy U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_116.mp4
candidate_117,03_clear_negatives,3,1.8561038814368658e-05,0.66,0,0,-0.6599814891815186,5728858,3149,2613282915,1H,1125.867,1.5750000000000457,1.5750000000000455,opponent_on_ball,Germany - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_117.mp4
candidate_118,03_clear_negatives,3,1.9104962120763958e-05,0.66,0,0,-0.6599808931350708,5544243,664,2236458363,2H,3478.003,6.432999999999993,6.432999999999993,game_interruption,Netherlands - England,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_118.mp4
candidate_119,03_clear_negatives,3,1.9225662981625646e-05,0.66,0,0,-0.6599807739257812,5706993,7713,2594706814,2H,4798.305,1.893000000000029,1.893000000000029,opponent_on_ball,Denmark - Sweden,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_119.mp4
candidate_120,03_clear_negatives,3,1.987799805647228e-05,0.66,0,0,-0.6599801778793335,5544215,5629,2223780277,2H,4194.374,7.980000000000473,7.980000000000473,game_interruption,Belgium - Romania,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/03_clear_negatives/candidate_120.mp4
candidate_121,04_random_negatives,4,0.0004737387353088707,0.66,0,0,-0.6595262885093689,5544209,3757,2222758871,2H,4040.288,3.150000000000091,8.146999999999935,game_interruption,Spain - Italy,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_121.mp4
candidate_122,04_random_negatives,4,4.9622456572251394e-05,0.66,0,0,-0.6599503755569458,5544213,4418,2223281536,2H,4959.273,3.0969999999997526,3.0969999999997526,opponent_on_ball,Netherlands - France,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_122.mp4
candidate_123,04_random_negatives,4,0.001119588385336101,0.66,0,0,-0.6588804125785828,5544225,13869,2226399361,2H,5194.164,4.5700000000006185,8.201000000000022,opponent_on_ball,France - Poland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_123.mp4
candidate_124,04_random_negatives,4,0.013888017274439335,0.66,0,0,-0.6461120247840881,5544227,14622,2226796629,2H,3584.396,5.18100000000004,6.188999999999851,opponent_on_ball,Ukraine - Belgium,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_124.mp4
candidate_125,04_random_negatives,4,0.015296281315386295,0.66,0,0,-0.64470374584198,5706351,11950,2573076928,1H,1222.631,7.476999999999862,7.476999999999862,opponent_on_ball,Italy U21 - Romania U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_125.mp4
candidate_126,04_random_negatives,4,0.0006532599800266325,0.66,0,0,-0.6593467593193054,5706357,5054,2573695428,1H,1279.643,4.392000000000053,4.392000000000053,game_interruption,Finland U21 - Netherlands U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_126.mp4
candidate_127,04_random_negatives,4,0.0053108069114387035,0.66,0,0,-0.6546891927719116,5706369,3763,2578750990,1H,1173.957,2.508999999999787,2.627999999999929,opponent_on_ball,Spain U21 - Italy U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_127.mp4
candidate_128,04_random_negatives,4,4.427182284416631e-05,0.66,0,0,-0.6599557399749756,5706369,3763,2578751919,2H,4281.964,2.011999999999716,2.0119999999997162,opponent_on_ball,Spain U21 - Italy U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_128.mp4
candidate_129,04_random_negatives,4,7.64931901358068e-05,0.66,0,0,-0.6599235534667969,5706375,1604,2581807037,2H,5249.402,0.7569999999996071,1.667000000000371,game_interruption,Spain U21 - England U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_129.mp4
candidate_130,04_random_negatives,4,0.009577873162925243,0.66,0,0,-0.6504221558570862,5706379,4425,2586439525,1H,123.517,3.119,5.539000000000016,opponent_on_ball,Germany U21 - France U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_130.mp4
candidate_131,04_random_negatives,4,0.0008052410557866096,0.66,0,0,-0.6591947674751282,5706997,7337,2596380811,1H,509.25,17.89300000000003,17.89300000000003,opponent_on_ball,Norway - Finland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_131.mp4
candidate_132,04_random_negatives,4,7.250157068483531e-05,0.66,0,0,-0.6599275469779968,5707001,3149,2599098354,1H,1440.401,0.9079999999999018,0.9169999999999163,opponent_on_ball,Germany - Denmark,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_132.mp4
candidate_133,04_random_negatives,4,2.646259054017719e-05,0.66,0,0,-0.6599735617637634,5707001,7713,2599098879,2H,3921.859,0.3319999999998799,0.33199999999987995,opponent_on_ball,Germany - Denmark,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_133.mp4
candidate_134,04_random_negatives,4,0.0001397808809997514,0.66,0,0,-0.6598602533340454,5707005,5048,2604333099,1H,1463.575,15.036000000000058,24.873000000000047,opponent_on_ball,Finland - Switzerland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_134.mp4
candidate_135,04_random_negatives,4,0.000580337829887867,0.66,0,0,-0.6594197154045105,5707007,3758,2601700399,2H,2705.851,0.2869999999998072,0.9119999999998072,opponent_on_ball,Italy - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_135.mp4
candidate_136,04_random_negatives,4,0.0009026715997606516,0.66,0,0,-0.6590973734855652,5707008,5630,2602641157,2H,4161.079,5.9450000000006185,5.9450000000006185,opponent_on_ball,Portugal - Belgium,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_136.mp4
candidate_137,04_random_negatives,4,3.5846835089614615e-05,0.66,0,0,-0.6599642038345337,5707011,4419,2609211173,2H,4241.762,1.2849999999998545,1.2849999999998545,opponent_on_ball,Netherlands - France,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_137.mp4
candidate_138,04_random_negatives,4,0.0004912009462714195,0.66,0,0,-0.6595088243484497,5707012,10683,2605266423,1H,2374.536,2.605000000000018,3.8469999999997526,opponent_on_ball,England - Wales,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_138.mp4
candidate_139,04_random_negatives,4,3.876236951327883e-05,0.66,0,0,-0.6599612832069397,5723759,4419,2611031676,1H,1443.184,1.4729999999999563,1.4729999999999563,opponent_on_ball,France - Germany,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_139.mp4
candidate_140,04_random_negatives,4,0.30862054228782654,0.66,0,0,-0.35137948393821716,5728860,1599,2617117278,1H,2493.605,8.829000000000178,9.507000000000062,opponent_on_ball,England - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/04_random_negatives/candidate_140.mp4
candidate_141,05_clear_positives,5,0.9994644522666931,0.66,1,1,0.3394644260406494,5706997,7337,2596382233,2H,4615.491,9.011000000000422,10.212999999999738,opponent_on_ball,Norway - Finland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_141.mp4
candidate_142,05_clear_positives,5,0.9994637370109558,0.66,1,1,0.3394637107849121,5707006,7337,2609324566,2H,4846.419,8.95300000000043,9.305000000000291,opponent_on_ball,Norway - Iceland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_142.mp4
candidate_143,05_clear_positives,5,0.9993830919265747,0.66,1,1,0.339383065700531,5544200,664,2220209123,2H,3218.368,9.54300000000012,10.796000000000276,game_interruption,Poland - Netherlands,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_143.mp4
candidate_144,05_clear_positives,5,0.9993751645088196,0.66,1,1,0.3393751382827759,5707007,3758,2601698956,1H,2555.925,9.654999999999744,10.040999999999713,opponent_on_ball,Italy - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_144.mp4
candidate_145,05_clear_positives,5,0.9993533492088318,0.66,1,1,0.3393533229827881,5544200,664,2220208484,1H,1358.96,9.403999999999996,14.115000000000009,game_interruption,Poland - Netherlands,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_145.mp4
candidate_146,05_clear_positives,5,0.9993355870246887,0.66,1,1,0.339335560798645,5706992,9906,2593955136,2H,2919.629,6.079000000000178,21.132000000000062,game_interruption,Spain - Portugal,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_146.mp4
candidate_147,05_clear_positives,5,0.9993106126785278,0.66,1,1,0.33931058645248413,5544209,3757,2222758612,2H,3031.408,8.893000000000029,10.512000000000171,opponent_on_ball,Spain - Italy,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_147.mp4
candidate_148,05_clear_positives,5,0.9993066787719727,0.66,1,1,0.33930665254592896,5706368,14501,2578779943,1H,738.687,9.771999999999936,10.710000000000036,opponent_on_ball,Romania U21 - Slovakia U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_148.mp4
candidate_149,05_clear_positives,5,0.9992457628250122,0.66,1,1,0.3392457365989685,5706363,5054,2576115980,1H,665.651,7.826999999999998,13.177999999999997,game_interruption,Finland U21 - Ukraine U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_149.mp4
candidate_150,05_clear_positives,5,0.9992051720619202,0.66,1,1,0.33920514583587646,5544209,1598,2222758541,2H,4803.858,10.091999999999643,10.78899999999976,opponent_on_ball,Spain - Italy,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_150.mp4
candidate_151,05_clear_positives,5,0.9991769194602966,0.66,1,1,0.33917689323425293,5544221,1598,2225544976,1H,2023.837,9.660000000000082,12.360000000000127,opponent_on_ball,Albania - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_151.mp4
candidate_152,05_clear_positives,5,0.9991687536239624,0.66,1,1,0.3391687273979187,5706364,7719,2576196589,2H,4674.68,9.141999999999824,14.615999999999985,opponent_on_ball,Netherlands U21 - Denmark U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_152.mp4
candidate_153,05_clear_positives,5,0.9991617202758789,0.66,1,1,0.3391616940498352,5544235,12046,2229695016,2H,3157.68,5.776000000000295,9.706000000000131,opponent_on_ball,Portugal - Slovenia,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_153.mp4
candidate_154,05_clear_positives,5,0.9991514682769775,0.66,1,1,0.33915144205093384,5544215,5629,2223780435,2H,5016.43,7.654999999999745,15.429999999999382,game_interruption,Belgium - Romania,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_154.mp4
candidate_155,05_clear_positives,5,0.9991293549537659,0.66,1,1,0.33912932872772217,5544223,17322,2226411571,2H,3902.51,7.364999999999782,11.238999999999578,opponent_on_ball,Denmark - Serbia,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_155.mp4
candidate_156,05_clear_positives,5,0.9991191029548645,0.66,1,1,0.3391190767288208,5544194,3148,2218718141,2H,4917.148,9.17199999999957,17.490999999999985,opponent_on_ball,Germany - Scotland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_156.mp4
candidate_157,05_clear_positives,5,0.9991145730018616,0.66,1,1,0.33911454677581787,5544219,8664,2224603182,2H,3167.655,6.935999999999694,6.935999999999694,opponent_on_ball,Scotland - Hungary,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_157.mp4
candidate_158,05_clear_positives,5,0.9990768432617188,0.66,1,1,0.33907681703567505,5707012,10683,2605265668,1H,1167.704,6.803000000000111,9.44399999999996,game_interruption,England - Wales,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_158.mp4
candidate_159,05_clear_positives,5,0.9990569949150085,0.66,1,1,0.33905696868896484,5544218,3148,2224483181,1H,770.492,8.60200000000009,32.764999999999986,opponent_on_ball,Switzerland - Germany,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_159.mp4
candidate_160,05_clear_positives,5,0.9990490078926086,0.66,1,1,0.33904898166656494,5544238,1598,2231104943,2H,3220.542,5.4780000000000655,7.594000000000051,opponent_on_ball,Spain - Germany,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/05_clear_positives/candidate_160.mp4
candidate_161,06_random_positives,6,0.9891225695610046,0.66,1,1,0.32912254333496094,5544196,1598,2219390869,2H,3460.468,8.140000000000327,9.432999999999993,opponent_on_ball,Spain - Croatia,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/06_random_positives/candidate_161.mp4
candidate_162,06_random_positives,6,0.9910451173782349,0.66,1,1,0.33104509115219116,5544206,6697,2222168111,1H,2458.652,11.947000000000116,14.061999999999898,opponent_on_ball,Scotland - Switzerland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/06_random_positives/candidate_162.mp4
candidate_163,06_random_positives,6,0.9983476400375366,0.66,1,1,0.3383476138114929,5544212,9109,2223223961,1H,230.387,7.778999999999996,9.490000000000009,opponent_on_ball,Poland - Austria,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/06_random_positives/candidate_163.mp4
candidate_164,06_random_positives,6,0.9899572730064392,0.66,1,1,0.3299572467803955,5544217,4687,2223728978,1H,865.983,4.747000000000071,5.086000000000013,opponent_on_ball,Turkey - Portugal,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/06_random_positives/candidate_164.mp4
candidate_165,06_random_positives,6,0.998612642288208,0.66,1,1,0.3386126160621643,5544217,4687,2223729468,1H,2409.474,6.050999999999931,20.278999999999996,opponent_on_ball,Turkey - Portugal,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/06_random_positives/candidate_165.mp4
candidate_166,06_random_positives,6,0.9981263279914856,0.66,1,1,0.3381263017654419,5544219,10451,2224602525,1H,444.917,16.81099999999998,18.551000000000045,opponent_on_ball,Scotland - Hungary,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/06_random_positives/candidate_166.mp4
candidate_167,06_random_positives,6,0.9969411492347717,0.66,1,1,0.336941123008728,5544222,12046,2226419446,2H,4991.482,5.773000000000138,10.256000000000313,opponent_on_ball,England - Slovenia,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/06_random_positives/candidate_167.mp4
candidate_168,06_random_positives,6,0.9884176850318909,0.66,1,1,0.32841765880584717,5544227,14622,2226795422,1H,18.558,5.414999999999999,5.9830000000000005,opponent_on_ball,Ukraine - Belgium,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/06_random_positives/candidate_168.mp4
candidate_169,06_random_positives,6,0.9919551014900208,0.66,1,1,0.33195507526397705,5544227,5629,2226796549,2H,4281.733,15.185999999999694,18.032000000000153,opponent_on_ball,Ukraine - Belgium,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/06_random_positives/candidate_169.mp4
candidate_170,06_random_positives,6,0.9763497710227966,0.66,1,1,0.31634974479675293,5544232,14496,2228689658,1H,1263.757,4.817000000000007,4.967999999999847,opponent_on_ball,England - Slovakia,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/06_random_positives/candidate_170.mp4
candidate_171,06_random_positives,6,0.9928337335586548,0.66,1,0,0.3328337073326111,5544234,5629,2229413431,1H,220.295,8.804999999999978,15.694000000000017,game_interruption,France - Belgium,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/06_random_positives/candidate_171.mp4
candidate_172,06_random_positives,6,0.9959096908569336,0.66,1,1,0.3359096646308899,5706991,5630,2593753337,2H,2889.099,17.302999999999884,17.542999999999665,opponent_on_ball,Belgium - Italy,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/06_random_positives/candidate_172.mp4
candidate_173,06_random_positives,6,0.9953473210334778,0.66,1,1,0.3353472948074341,5706998,6698,2596707568,1H,943.136,16.827999999999975,19.370000000000005,opponent_on_ball,Switzerland - Iceland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/06_random_positives/candidate_173.mp4
